sender,subject,body,label,id,timestamp,sub_len,body_len,sender_dmn
opportunity@amazing-deals.biz,Make $4859/Week From Home - No Experience!,"Make $4859/week working from home!

No experience needed!
Work only 2 hours per day!
Guaranteed income!

Join thousands of successful people making money online.

What you'll do:
- Data entry (super easy!)
- Email processing  
- Online surveys

Start today: [Work Link]

Limited spots available!",spam,3588,2025-07-07T08:54:35,42,295,amazing-deals.biz
lottery@pharmacy-online.info,"YOU WON $386,780!!! CLAIM NOW","CONGRATULATIONS!!!

You have won $386,780 in the International Email Lottery!

Your lucky email was randomly selected from millions of participants.

To claim your prize:
1. Reply with your full name and address
2. Send copy of ID
3. Pay processing fee of $500

Reference Number: 139751

Contact our claims department immediately!

Dr. Williams, Lottery Commissioner",spam,3589,2025-07-22T21:17:06,29,366,pharmacy-online.info
prince@lottery-winner.net,"Urgent Business Proposal - $37,710,935","Dear Friend,

I am writing to you from Argentina. I am a prince/businessman/lawyer with access to $37,710,935 that needs to be transferred out of the country.

I need your help to transfer this money. In return, you will receive 30% ($11,313,280).

All I need is:
- Your bank account details
- Copy of your passport
- Small transfer fee of $2,000

This is 100% legal and risk-free.

Contact me immediately for this once-in-a-lifetime opportunity.

Prince Jennifer Fowler",spam,3590,2025-07-05T21:52:56,38,470,lottery-winner.net
pharmacy@tempmail.com,Pain Relief - 63% OFF No Prescription!,"Get Pain Relief at 63% discount!

No prescription needed!
FDA approved (not really)
Discreet packaging
Worldwide shipping

Order now: [Pharmacy Link]

*Not evaluated by FDA
*Results may vary
*Side effects may include everything",spam,3591,2025-07-06T15:40:11,38,227,tempmail.com
opportunity@amazing-deals.biz,Make $4989/Week From Home - No Experience!,"Make $4989/week working from home!

No experience needed!
Work only 2 hours per day!
Guaranteed income!

Join thousands of successful people making money online.

What you'll do:
- Data entry (super easy!)
- Email processing  
- Online surveys

Start today: [Work Link]

Limited spots available!",spam,3592,2025-07-21T16:33:46,42,295,amazing-deals.biz
opportunity@work-from-home.org,Make $1362/Week From Home - No Experience!,"Make $1362/week working from home!

No experience needed!
Work only 2 hours per day!
Guaranteed income!

Join thousands of successful people making money online.

What you'll do:
- Data entry (super easy!)
- Email processing  
- Online surveys

Start today: [Work Link]

Limited spots available!",spam,3593,2025-07-25T15:28:59,42,295,work-from-home.org
billing@dropbox.com,Payment Confirmation - Dropbox,"Dear Customer,

Your Dropbox subscription has been renewed.

Amount charged: $92.55
Next billing date: 2025-09-01
Payment method: Card ending in 6794

View your invoice or update billing information in your account.

Dropbox Billing Team",legitimate,3594,2025-07-09T07:22:36,30,237,dropbox.com
lottery@get-rich-quick.net,"YOU WON $7,919,296!!! CLAIM NOW","CONGRATULATIONS!!!

You have won $7,919,296 in the International Email Lottery!

Your lucky email was randomly selected from millions of participants.

To claim your prize:
1. Reply with your full name and address
2. Send copy of ID
3. Pay processing fee of $500

Reference Number: 817935

Contact our claims department immediately!

Dr. Davis, Lottery Commissioner",spam,3595,2025-07-25T21:34:19,31,365,get-rich-quick.net
prince@fake-rolex.shop,"Urgent Business Proposal - $32,658,986","Dear Friend,

I am writing to you from Haiti. I am a prince/businessman/lawyer with access to $32,658,986 that needs to be transferred out of the country.

I need your help to transfer this money. In return, you will receive 30% ($9,797,696).

All I need is:
- Your bank account details
- Copy of your passport
- Small transfer fee of $2,000

This is 100% legal and risk-free.

Contact me immediately for this once-in-a-lifetime opportunity.

Prince Billy Rogers",spam,3596,2025-08-03T14:20:39,38,462,fake-rolex.shop
billing@shopify.com,Re: Billing Inquiry - Ticket #19950,Hi there! We've resolved your issue with feature request. Please let us know if you need any further assistance. Your satisfaction is our priority. Support Team at Shopify,legitimate,3597,2025-07-09T17:06:00,35,171,shopify.com
lottery@crypto-profits.investment,"YOU WON $9,211,671!!! CLAIM NOW","CONGRATULATIONS!!!

You have won $9,211,671 in the International Email Lottery!

Your lucky email was randomly selected from millions of participants.

To claim your prize:
1. Reply with your full name and address
2. Send copy of ID
3. Pay processing fee of $500

Reference Number: 544269

Contact our claims department immediately!

Dr. Clark, Lottery Commissioner",spam,3598,2025-07-30T23:52:02,31,365,crypto-profits.investment
admin@paypal.com,Re: Account Access - Ticket #81755,We're sorry to hear about the trouble you're experiencing with refund process. Our technical team is looking into this and will provide an update soon. Thank you for your patience.,legitimate,3599,2025-08-02T12:44:57,34,180,paypal.com
pharmacy@guerrillamail.com,Anti-aging cream - 70% OFF No Prescription!,"Get Anti-aging cream at 70% discount!

No prescription needed!
FDA approved (not really)
Discreet packaging
Worldwide shipping

Order now: [Pharmacy Link]

*Not evaluated by FDA
*Results may vary
*Side effects may include everything",spam,3600,2025-08-03T17:52:14,43,232,guerrillamail.com
prince@fake-rolex.shop,"Urgent Business Proposal - $41,766,296","Dear Friend,

I am writing to you from Zimbabwe. I am a prince/businessman/lawyer with access to $41,766,296 that needs to be transferred out of the country.

I need your help to transfer this money. In return, you will receive 30% ($12,529,889).

All I need is:
- Your bank account details
- Copy of your passport
- Small transfer fee of $2,000

This is 100% legal and risk-free.

Contact me immediately for this once-in-a-lifetime opportunity.

Prince Gail Hinton",spam,3601,2025-07-09T06:02:18,38,465,fake-rolex.shop
opportunity@pharmacy-online.info,Make $1969/Week From Home - No Experience!,"Make $1969/week working from home!

No experience needed!
Work only 2 hours per day!
Guaranteed income!

Join thousands of successful people making money online.

What you'll do:
- Data entry (super easy!)
- Email processing  
- Online surveys

Start today: [Work Link]

Limited spots available!",spam,3602,2025-07-22T13:44:26,42,295,pharmacy-online.info
deals@amazing-deals.biz,🔥 85% OFF Fake Designer Watches - LIMITED TIME!,"🔥 AMAZING DEAL ALERT! 🔥

Get 85% OFF on fake designer watches!

LIMITED TIME OFFER - ONLY TODAY!!!

✅ Free shipping worldwide
✅ Money back guarantee  
✅ Thousands of satisfied customers

CLICK NOW: [Spam Link]

Don't miss out! This offer expires in 2 hours!

*This email was sent to millions of recipients*",spam,3603,2025-07-13T22:55:04,47,306,amazing-deals.biz
security@amazon.com,Password Reset Request - Amazon,"Hi,

We received a request to reset your password for your Amazon account.

If you requested this, click the link below to reset your password:
[Reset Password Link]

This link will expire in 24 hours.

If you didn't request this, please ignore this email.

Amazon Security Team",legitimate,3604,2025-07-08T08:03:16,31,278,amazon.com
pharmacy@guerrillamail.com,Generic Viagra - 71% OFF No Prescription!,"Get Generic Viagra at 71% discount!

No prescription needed!
FDA approved (not really)
Discreet packaging
Worldwide shipping

Order now: [Pharmacy Link]

*Not evaluated by FDA
*Results may vary
*Side effects may include everything",spam,3605,2025-07-11T06:41:07,41,230,guerrillamail.com
welcome@salesforce.com,Welcome to Salesforce!,"Welcome to Salesforce!

We're excited to have you on board. Here's what you can do next:

1. Complete your profile setup
2. Explore our features
3. Join our community
4. Contact support if you need help

Get started: [Getting Started Guide]

Welcome aboard!
The Salesforce Team",legitimate,3606,2025-07-20T17:45:45,22,277,salesforce.com
billing@shopify.com,Payment Confirmation - Shopify,"Dear Customer,

Your Shopify subscription has been renewed.

Amount charged: $12.94
Next billing date: 2025-09-04
Payment method: Card ending in 3348

View your invoice or update billing information in your account.

Shopify Billing Team",legitimate,3607,2025-08-01T14:12:48,30,237,shopify.com
lottery@fake-rolex.shop,"YOU WON $8,702,836!!! CLAIM NOW","CONGRATULATIONS!!!

You have won $8,702,836 in the International Email Lottery!

Your lucky email was randomly selected from millions of participants.

To claim your prize:
1. Reply with your full name and address
2. Send copy of ID
3. Pay processing fee of $500

Reference Number: 333342

Contact our claims department immediately!

Dr. Waller, Lottery Commissioner",spam,3608,2025-07-26T05:38:06,31,366,fake-rolex.shop
opportunity@fake-rolex.shop,Make $4192/Week From Home - No Experience!,"Make $4192/week working from home!

No experience needed!
Work only 2 hours per day!
Guaranteed income!

Join thousands of successful people making money online.

What you'll do:
- Data entry (super easy!)
- Email processing  
- Online surveys

Start today: [Work Link]

Limited spots available!",spam,3609,2025-07-16T11:50:10,42,295,fake-rolex.shop
service@zendesk.com,Re: Account Access - Ticket #78263,Hi there! We've resolved your issue with refund process. Please let us know if you need any further assistance. Your satisfaction is our priority. Support Team at Zendesk,legitimate,3610,2025-07-17T02:09:04,34,170,zendesk.com
welcome@salesforce.com,Welcome to Salesforce!,"Welcome to Salesforce!

We're excited to have you on board. Here's what you can do next:

1. Complete your profile setup
2. Explore our features
3. Join our community
4. Contact support if you need help

Get started: [Getting Started Guide]

Welcome aboard!
The Salesforce Team",legitimate,3611,2025-07-11T15:59:01,22,277,salesforce.com
deals@fake-rolex.shop,🔥 71% OFF Fake Designer Watches - LIMITED TIME!,"🔥 AMAZING DEAL ALERT! 🔥

Get 71% OFF on fake designer watches!

LIMITED TIME OFFER - ONLY TODAY!!!

✅ Free shipping worldwide
✅ Money back guarantee  
✅ Thousands of satisfied customers

CLICK NOW: [Spam Link]

Don't miss out! This offer expires in 2 hours!

*This email was sent to millions of recipients*",spam,3612,2025-07-05T14:58:24,47,306,fake-rolex.shop
orders@zendesk.com,Order Confirmation #662595,"Thank you for your order #662595!
        
Your order has been confirmed and will be processed within 1-2 business days.

Order Summary:
- Total: $442.90
- Estimated delivery: 2025-08-05
- Tracking information will be sent to this email

Questions? Contact our support team.

Best regards,
Zendesk Team",legitimate,3613,2025-07-07T03:53:31,26,302,zendesk.com
lottery@pharmacy-online.info,"YOU WON $3,015,186!!! CLAIM NOW","CONGRATULATIONS!!!

You have won $3,015,186 in the International Email Lottery!

Your lucky email was randomly selected from millions of participants.

To claim your prize:
1. Reply with your full name and address
2. Send copy of ID
3. Pay processing fee of $500

Reference Number: 186790

Contact our claims department immediately!

Dr. Jones, Lottery Commissioner",spam,3614,2025-07-19T16:46:45,31,365,pharmacy-online.info
alert@free-money.co,⚠️ URGENT: Microsoft detected suspicious activity!,"⚠️ URGENT ALERT ⚠️

Microsoft detected suspicious activity!

IMMEDIATE ACTION REQUIRED:
1. Do not turn off your computer
2. Call this number NOW: 1-800-FAKE-NUM
3. Give us remote access to fix the problem

Failure to act within 1 hour will result in:
- Complete data loss
- Identity theft
- Legal consequences

Microsoft Certified Technician Team
(We're definitely not Microsoft)",spam,3615,2025-07-12T11:32:12,50,379,free-money.co
deals@crypto-profits.investment,🔥 53% OFF Fake Designer Watches - LIMITED TIME!,"🔥 AMAZING DEAL ALERT! 🔥

Get 53% OFF on fake designer watches!

LIMITED TIME OFFER - ONLY TODAY!!!

✅ Free shipping worldwide
✅ Money back guarantee  
✅ Thousands of satisfied customers

CLICK NOW: [Spam Link]

Don't miss out! This offer expires in 2 hours!

*This email was sent to millions of recipients*",spam,3616,2025-07-26T03:45:02,47,306,crypto-profits.investment
deals@guerrillamail.com,🔥 58% OFF Weight Loss Pills - LIMITED TIME!,"🔥 AMAZING DEAL ALERT! 🔥

Get 58% OFF on weight loss pills!

LIMITED TIME OFFER - ONLY TODAY!!!

✅ Free shipping worldwide
✅ Money back guarantee  
✅ Thousands of satisfied customers

CLICK NOW: [Spam Link]

Don't miss out! This offer expires in 2 hours!

*This email was sent to millions of recipients*",spam,3617,2025-07-08T02:17:05,43,302,guerrillamail.com
deals@free-money.co,🔥 85% OFF Discount Electronics - LIMITED TIME!,"🔥 AMAZING DEAL ALERT! 🔥

Get 85% OFF on discount electronics!

LIMITED TIME OFFER - ONLY TODAY!!!

✅ Free shipping worldwide
✅ Money back guarantee  
✅ Thousands of satisfied customers

CLICK NOW: [Spam Link]

Don't miss out! This offer expires in 2 hours!

*This email was sent to millions of recipients*",spam,3618,2025-07-30T04:00:20,46,305,free-money.co
pharmacy@tempmail.com,Anti-aging cream - 81% OFF No Prescription!,"Get Anti-aging cream at 81% discount!

No prescription needed!
FDA approved (not really)
Discreet packaging
Worldwide shipping

Order now: [Pharmacy Link]

*Not evaluated by FDA
*Results may vary
*Side effects may include everything",spam,3619,2025-07-16T15:56:10,43,232,tempmail.com
pharmacy@pharmacy-online.info,Generic Viagra - 71% OFF No Prescription!,"Get Generic Viagra at 71% discount!

No prescription needed!
FDA approved (not really)
Discreet packaging
Worldwide shipping

Order now: [Pharmacy Link]

*Not evaluated by FDA
*Results may vary
*Side effects may include everything",spam,3620,2025-07-28T08:31:54,41,230,pharmacy-online.info
deals@work-from-home.org,🔥 86% OFF Miracle Cream - LIMITED TIME!,"🔥 AMAZING DEAL ALERT! 🔥

Get 86% OFF on miracle cream!

LIMITED TIME OFFER - ONLY TODAY!!!

✅ Free shipping worldwide
✅ Money back guarantee  
✅ Thousands of satisfied customers

CLICK NOW: [Spam Link]

Don't miss out! This offer expires in 2 hours!

*This email was sent to millions of recipients*",spam,3621,2025-07-08T05:49:38,39,298,work-from-home.org
lottery@guerrillamail.com,"YOU WON $215,472!!! CLAIM NOW","CONGRATULATIONS!!!

You have won $215,472 in the International Email Lottery!

Your lucky email was randomly selected from millions of participants.

To claim your prize:
1. Reply with your full name and address
2. Send copy of ID
3. Pay processing fee of $500

Reference Number: 124965

Contact our claims department immediately!

Dr. Shelton, Lottery Commissioner",spam,3622,2025-07-15T18:43:12,29,365,guerrillamail.com
billing@dropbox.com,Payment Confirmation - Dropbox,"Dear Customer,

Your Dropbox subscription has been renewed.

Amount charged: $17.42
Next billing date: 2025-09-02
Payment method: Card ending in 9030

View your invoice or update billing information in your account.

Dropbox Billing Team",legitimate,3623,2025-07-13T12:21:03,30,237,dropbox.com
notifications@netflix.com,Account Activity: Payment Method Update,"Hello,

This is a notification about your Netflix account regarding: payment method update.

Time: 2025-08-04 00:34:17
Location: Simpsonshire, Aruba

If this wasn't you, please contact our security team immediately.

Netflix Account Team",legitimate,3624,2025-08-01T19:38:44,39,237,netflix.com
opportunity@free-money.co,Make $1786/Week From Home - No Experience!,"Make $1786/week working from home!

No experience needed!
Work only 2 hours per day!
Guaranteed income!

Join thousands of successful people making money online.

What you'll do:
- Data entry (super easy!)
- Email processing  
- Online surveys

Start today: [Work Link]

Limited spots available!",spam,3625,2025-07-11T03:38:10,42,295,free-money.co
alert@get-rich-quick.net,⚠️ URGENT: Microsoft detected suspicious activity!,"⚠️ URGENT ALERT ⚠️

Microsoft detected suspicious activity!

IMMEDIATE ACTION REQUIRED:
1. Do not turn off your computer
2. Call this number NOW: 1-800-FAKE-NUM
3. Give us remote access to fix the problem

Failure to act within 1 hour will result in:
- Complete data loss
- Identity theft
- Legal consequences

Microsoft Certified Technician Team
(We're definitely not Microsoft)",spam,3626,2025-07-23T05:35:56,50,379,get-rich-quick.net
welcome@microsoft.com,Welcome to Microsoft!,"Welcome to Microsoft!

We're excited to have you on board. Here's what you can do next:

1. Complete your profile setup
2. Explore our features
3. Join our community
4. Contact support if you need help

Get started: [Getting Started Guide]

Welcome aboard!
The Microsoft Team",legitimate,3627,2025-07-30T08:25:42,21,275,microsoft.com
prince@crypto-profits.investment,"Urgent Business Proposal - $22,204,891","Dear Friend,

I am writing to you from Trinidad and Tobago. I am a prince/businessman/lawyer with access to $22,204,891 that needs to be transferred out of the country.

I need your help to transfer this money. In return, you will receive 30% ($6,661,467).

All I need is:
- Your bank account details
- Copy of your passport
- Small transfer fee of $2,000

This is 100% legal and risk-free.

Contact me immediately for this once-in-a-lifetime opportunity.

Prince Mary Lee",spam,3628,2025-07-07T00:34:46,38,472,crypto-profits.investment
billing@apple.com,Payment Confirmation - Apple,"Dear Customer,

Your Apple subscription has been renewed.

Amount charged: $75.83
Next billing date: 2025-09-01
Payment method: Card ending in 5309

View your invoice or update billing information in your account.

Apple Billing Team",legitimate,3629,2025-08-03T09:03:42,28,233,apple.com
opportunity@tempmail.com,Make $4729/Week From Home - No Experience!,"Make $4729/week working from home!

No experience needed!
Work only 2 hours per day!
Guaranteed income!

Join thousands of successful people making money online.

What you'll do:
- Data entry (super easy!)
- Email processing  
- Online surveys

Start today: [Work Link]

Limited spots available!",spam,3630,2025-07-22T16:12:44,42,295,tempmail.com
opportunity@work-from-home.org,Make $3770/Week From Home - No Experience!,"Make $3770/week working from home!

No experience needed!
Work only 2 hours per day!
Guaranteed income!

Join thousands of successful people making money online.

What you'll do:
- Data entry (super easy!)
- Email processing  
- Online surveys

Start today: [Work Link]

Limited spots available!",spam,3631,2025-07-20T05:47:04,42,295,work-from-home.org
security@goog1e.com,Verify immediately - Account Verification,"URGENT ACTION REQUIRED

Your account has been compromised. You must verify your information immediately.

Click here to secure your account: [Fake Link]

Warning: Failure to verify within 24 hours will result in permanent account closure.

Security Team",spam,3632,2025-07-25T15:44:46,41,253,goog1e.com
security@paypaI.com,Account will be suspended - Account Verification,"Account will be suspended

Your account has been compromised. You must verify your information immediately.

Click here to secure your account: [Fake Link]

Warning: Failure to verify within 24 hours will result in permanent account closure.

Security Team",spam,3633,2025-07-30T22:01:11,48,256,paypaI.com
billing@apple.com,Payment Confirmation - Apple,"Dear Customer,

Your Apple subscription has been renewed.

Amount charged: $69.52
Next billing date: 2025-09-04
Payment method: Card ending in 9578

View your invoice or update billing information in your account.

Apple Billing Team",legitimate,3634,2025-08-03T20:02:37,28,233,apple.com
opportunity@amazing-deals.biz,Make $1757/Week From Home - No Experience!,"Make $1757/week working from home!

No experience needed!
Work only 2 hours per day!
Guaranteed income!

Join thousands of successful people making money online.

What you'll do:
- Data entry (super easy!)
- Email processing  
- Online surveys

Start today: [Work Link]

Limited spots available!",spam,3635,2025-07-13T14:43:00,42,295,amazing-deals.biz
service@google.com,Re: Technical Problem - Ticket #69611,Hi there! We've resolved your issue with technical problem. Please let us know if you need any further assistance. Your satisfaction is our priority. Support Team at Google,legitimate,3636,2025-07-30T11:20:51,37,172,google.com
pharmacy@fake-rolex.shop,Generic Viagra - 84% OFF No Prescription!,"Get Generic Viagra at 84% discount!

No prescription needed!
FDA approved (not really)
Discreet packaging
Worldwide shipping

Order now: [Pharmacy Link]

*Not evaluated by FDA
*Results may vary
*Side effects may include everything",spam,3637,2025-07-11T07:15:02,41,230,fake-rolex.shop
alert@fake-rolex.shop,⚠️ URGENT: FBI investigation requires your assistance!,"⚠️ URGENT ALERT ⚠️

FBI investigation requires your assistance!

IMMEDIATE ACTION REQUIRED:
1. Do not turn off your computer
2. Call this number NOW: 1-800-FAKE-NUM
3. Give us remote access to fix the problem

Failure to act within 1 hour will result in:
- Complete data loss
- Identity theft
- Legal consequences

Microsoft Certified Technician Team
(We're definitely not Microsoft)",spam,3638,2025-07-12T09:36:50,54,383,fake-rolex.shop
opportunity@pharmacy-online.info,Make $4909/Week From Home - No Experience!,"Make $4909/week working from home!

No experience needed!
Work only 2 hours per day!
Guaranteed income!

Join thousands of successful people making money online.

What you'll do:
- Data entry (super easy!)
- Email processing  
- Online surveys

Start today: [Work Link]

Limited spots available!",spam,3639,2025-07-14T00:54:39,42,295,pharmacy-online.info
prince@lottery-winner.net,"Urgent Business Proposal - $48,095,750","Dear Friend,

I am writing to you from Maldives. I am a prince/businessman/lawyer with access to $48,095,750 that needs to be transferred out of the country.

I need your help to transfer this money. In return, you will receive 30% ($14,428,725).

All I need is:
- Your bank account details
- Copy of your passport
- Small transfer fee of $2,000

This is 100% legal and risk-free.

Contact me immediately for this once-in-a-lifetime opportunity.

Prince Andrew Fletcher",spam,3640,2025-07-31T23:41:00,38,469,lottery-winner.net
hello@mailchimp.com,Re: Account Access - Ticket #51437,Hi there! We've resolved your issue with account access. Please let us know if you need any further assistance. Your satisfaction is our priority. Support Team at Mailchimp,legitimate,3641,2025-07-17T08:16:13,34,172,mailchimp.com
lottery@free-money.co,"YOU WON $1,941,903!!! CLAIM NOW","CONGRATULATIONS!!!

You have won $1,941,903 in the International Email Lottery!

Your lucky email was randomly selected from millions of participants.

To claim your prize:
1. Reply with your full name and address
2. Send copy of ID
3. Pay processing fee of $500

Reference Number: 319573

Contact our claims department immediately!

Dr. Daniel, Lottery Commissioner",spam,3642,2025-07-13T18:43:46,31,366,free-money.co
prince@fake-rolex.shop,"Urgent Business Proposal - $34,408,553","Dear Friend,

I am writing to you from Tokelau. I am a prince/businessman/lawyer with access to $34,408,553 that needs to be transferred out of the country.

I need your help to transfer this money. In return, you will receive 30% ($10,322,566).

All I need is:
- Your bank account details
- Copy of your passport
- Small transfer fee of $2,000

This is 100% legal and risk-free.

Contact me immediately for this once-in-a-lifetime opportunity.

Prince Timothy Romero",spam,3643,2025-08-01T14:13:16,38,467,fake-rolex.shop
opportunity@amazing-deals.biz,Make $4364/Week From Home - No Experience!,"Make $4364/week working from home!

No experience needed!
Work only 2 hours per day!
Guaranteed income!

Join thousands of successful people making money online.

What you'll do:
- Data entry (super easy!)
- Email processing  
- Online surveys

Start today: [Work Link]

Limited spots available!",spam,3644,2025-07-24T03:51:51,42,295,amazing-deals.biz
opportunity@amazing-deals.biz,Make $1610/Week From Home - No Experience!,"Make $1610/week working from home!

No experience needed!
Work only 2 hours per day!
Guaranteed income!

Join thousands of successful people making money online.

What you'll do:
- Data entry (super easy!)
- Email processing  
- Online surveys

Start today: [Work Link]

Limited spots available!",spam,3645,2025-07-22T09:57:03,42,295,amazing-deals.biz
lottery@get-rich-quick.net,"YOU WON $9,588,730!!! CLAIM NOW","CONGRATULATIONS!!!

You have won $9,588,730 in the International Email Lottery!

Your lucky email was randomly selected from millions of participants.

To claim your prize:
1. Reply with your full name and address
2. Send copy of ID
3. Pay processing fee of $500

Reference Number: 284729

Contact our claims department immediately!

Dr. Allen, Lottery Commissioner",spam,3646,2025-07-23T17:43:01,31,365,get-rich-quick.net
lottery@free-money.co,"YOU WON $1,761,824!!! CLAIM NOW","CONGRATULATIONS!!!

You have won $1,761,824 in the International Email Lottery!

Your lucky email was randomly selected from millions of participants.

To claim your prize:
1. Reply with your full name and address
2. Send copy of ID
3. Pay processing fee of $500

Reference Number: 110660

Contact our claims department immediately!

Dr. Harrison, Lottery Commissioner",spam,3647,2025-07-16T14:12:24,31,368,free-money.co
alert@lottery-winner.net,⚠️ URGENT: Your IP address has been compromised!,"⚠️ URGENT ALERT ⚠️

Your IP address has been compromised!

IMMEDIATE ACTION REQUIRED:
1. Do not turn off your computer
2. Call this number NOW: 1-800-FAKE-NUM
3. Give us remote access to fix the problem

Failure to act within 1 hour will result in:
- Complete data loss
- Identity theft
- Legal consequences

Microsoft Certified Technician Team
(We're definitely not Microsoft)",spam,3648,2025-07-27T13:51:09,48,377,lottery-winner.net
welcome@github.com,Welcome to Github!,"Welcome to Github!

We're excited to have you on board. Here's what you can do next:

1. Complete your profile setup
2. Explore our features
3. Join our community
4. Contact support if you need help

Get started: [Getting Started Guide]

Welcome aboard!
The Github Team",legitimate,3649,2025-07-16T07:52:49,18,269,github.com
lottery@lottery-winner.net,"YOU WON $702,872!!! CLAIM NOW","CONGRATULATIONS!!!

You have won $702,872 in the International Email Lottery!

Your lucky email was randomly selected from millions of participants.

To claim your prize:
1. Reply with your full name and address
2. Send copy of ID
3. Pay processing fee of $500

Reference Number: 347808

Contact our claims department immediately!

Dr. Allen, Lottery Commissioner",spam,3650,2025-07-30T10:28:31,29,363,lottery-winner.net
lottery@guerrillamail.com,"YOU WON $3,943,059!!! CLAIM NOW","CONGRATULATIONS!!!

You have won $3,943,059 in the International Email Lottery!

Your lucky email was randomly selected from millions of participants.

To claim your prize:
1. Reply with your full name and address
2. Send copy of ID
3. Pay processing fee of $500

Reference Number: 593317

Contact our claims department immediately!

Dr. Montoya, Lottery Commissioner",spam,3651,2025-07-24T21:39:35,31,367,guerrillamail.com
security@google.com,Password Reset Request - Google,"Hi,

We received a request to reset your password for your Google account.

If you requested this, click the link below to reset your password:
[Reset Password Link]

This link will expire in 24 hours.

If you didn't request this, please ignore this email.

Google Security Team",legitimate,3652,2025-07-28T17:34:36,31,278,google.com
pharmacy@tempmail.com,Pain Relief - 64% OFF No Prescription!,"Get Pain Relief at 64% discount!

No prescription needed!
FDA approved (not really)
Discreet packaging
Worldwide shipping

Order now: [Pharmacy Link]

*Not evaluated by FDA
*Results may vary
*Side effects may include everything",spam,3653,2025-07-30T16:48:17,38,227,tempmail.com
billing@salesforce.com,Payment Confirmation - Salesforce,"Dear Customer,

Your Salesforce subscription has been renewed.

Amount charged: $30.22
Next billing date: 2025-09-02
Payment method: Card ending in 8025

View your invoice or update billing information in your account.

Salesforce Billing Team",legitimate,3654,2025-07-12T12:16:44,33,243,salesforce.com
billing@paypal.com,Payment Confirmation - Paypal,"Dear Customer,

Your Paypal subscription has been renewed.

Amount charged: $34.20
Next billing date: 2025-09-04
Payment method: Card ending in 6602

View your invoice or update billing information in your account.

Paypal Billing Team",legitimate,3655,2025-07-27T06:23:13,29,235,paypal.com
notifications@paypal.com,Account Activity: Security Setting Change,"Hello,

This is a notification about your Paypal account regarding: security setting change.

Time: 2025-08-03 13:37:22
Location: North Evelyn, Algeria

If this wasn't you, please contact our security team immediately.

Paypal Account Team",legitimate,3656,2025-07-22T10:23:58,41,239,paypal.com
newsletter@linkedin.com,Linkedin Weekly: Industry Insights,"Hi there!

Welcome to this week's Linkedin newsletter featuring industry insights.

This week we're covering:
• New feature releases
• Customer success stories  
• Upcoming events
• Industry trends

Read more on our blog or contact us with questions.

Best,
The Linkedin Team

Unsubscribe | Update preferences",legitimate,3657,2025-07-29T01:24:26,34,309,linkedin.com
welcome@github.com,Welcome to Github!,"Welcome to Github!

We're excited to have you on board. Here's what you can do next:

1. Complete your profile setup
2. Explore our features
3. Join our community
4. Contact support if you need help

Get started: [Getting Started Guide]

Welcome aboard!
The Github Team",legitimate,3658,2025-07-18T07:37:48,18,269,github.com
alert@fake-rolex.shop,⚠️ URGENT: Your computer is infected with 247 viruses!,"⚠️ URGENT ALERT ⚠️

Your computer is infected with 247 viruses!

IMMEDIATE ACTION REQUIRED:
1. Do not turn off your computer
2. Call this number NOW: 1-800-FAKE-NUM
3. Give us remote access to fix the problem

Failure to act within 1 hour will result in:
- Complete data loss
- Identity theft
- Legal consequences

Microsoft Certified Technician Team
(We're definitely not Microsoft)",spam,3659,2025-07-23T01:02:48,54,383,fake-rolex.shop
security@netflix.com,Re: Account Access - Ticket #96433,Hi there! We've resolved your issue with billing inquiry. Please let us know if you need any further assistance. Your satisfaction is our priority. Support Team at Netflix,legitimate,3660,2025-08-03T23:49:34,34,171,netflix.com
deals@weight-loss-miracle.com,🔥 54% OFF Fake Designer Watches - LIMITED TIME!,"🔥 AMAZING DEAL ALERT! 🔥

Get 54% OFF on fake designer watches!

LIMITED TIME OFFER - ONLY TODAY!!!

✅ Free shipping worldwide
✅ Money back guarantee  
✅ Thousands of satisfied customers

CLICK NOW: [Spam Link]

Don't miss out! This offer expires in 2 hours!

*This email was sent to millions of recipients*",spam,3661,2025-07-07T17:29:00,47,306,weight-loss-miracle.com
deals@lottery-winner.net,🔥 58% OFF Miracle Cream - LIMITED TIME!,"🔥 AMAZING DEAL ALERT! 🔥

Get 58% OFF on miracle cream!

LIMITED TIME OFFER - ONLY TODAY!!!

✅ Free shipping worldwide
✅ Money back guarantee  
✅ Thousands of satisfied customers

CLICK NOW: [Spam Link]

Don't miss out! This offer expires in 2 hours!

*This email was sent to millions of recipients*",spam,3662,2025-08-01T11:12:36,39,298,lottery-winner.net
prince@work-from-home.org,"Urgent Business Proposal - $42,555,852","Dear Friend,

I am writing to you from Chad. I am a prince/businessman/lawyer with access to $42,555,852 that needs to be transferred out of the country.

I need your help to transfer this money. In return, you will receive 30% ($12,766,756).

All I need is:
- Your bank account details
- Copy of your passport
- Small transfer fee of $2,000

This is 100% legal and risk-free.

Contact me immediately for this once-in-a-lifetime opportunity.

Prince Charles Hall",spam,3663,2025-07-11T15:11:45,38,462,work-from-home.org
