sender,subject,body,label,id,timestamp,sub_len,body_len,sender_dmn,quote_number,company,warranty_number,order_number,product,po_number,tracking_number,inquiry_number,supplier,rma_number,invoice_number,ticket_number,delivery_number
deals@fake-rolex.shop,🔥 85% OFF Miracle Cream - LIMITED TIME!,"🔥 AMAZING DEAL ALERT! 🔥

Get 85% OFF on miracle cream!

LIMITED TIME OFFER - ONLY TODAY!!!

✅ Free shipping worldwide
✅ Money back guarantee  
✅ Thousands of satisfied customers

CLICK NOW: [Spam Link]

Don't miss out! This offer expires in 2 hours!

*This email was sent to millions of recipients*",spam,3416,2025-07-12T12:26:34,39,298,fake-rolex.shop,,,,,,,,,,,,,
security@microsooft.com,Account will be suspended - Account Verification,"Click now or lose access

Your account has been compromised. You must verify your information immediately.

Click here to secure your account: [Fake Link]

Warning: Failure to verify within 24 hours will result in permanent account closure.

Security Team",spam,3417,2025-07-19T05:21:00,48,255,microsooft.com,,,,,,,,,,,,,
deals@free-money.co,🔥 88% OFF Miracle Cream - LIMITED TIME!,"🔥 AMAZING DEAL ALERT! 🔥

Get 88% OFF on miracle cream!

LIMITED TIME OFFER - ONLY TODAY!!!

✅ Free shipping worldwide
✅ Money back guarantee  
✅ Thousands of satisfied customers

CLICK NOW: [Spam Link]

Don't miss out! This offer expires in 2 hours!

*This email was sent to millions of recipients*",spam,3418,2025-08-04T08:28:09,39,298,free-money.co,,,,,,,,,,,,,
prince@tempmail.com,"Urgent Business Proposal - $12,426,850","Dear Friend,

I am writing to you from Luxembourg. I am a prince/businessman/lawyer with access to $12,426,850 that needs to be transferred out of the country.

I need your help to transfer this money. In return, you will receive 30% ($3,728,055).

All I need is:
- Your bank account details
- Copy of your passport
- Small transfer fee of $2,000

This is 100% legal and risk-free.

Contact me immediately for this once-in-a-lifetime opportunity.

Prince John Hall",spam,3419,2025-08-01T10:43:27,38,464,tempmail.com,,,,,,,,,,,,,
pharmacy@crypto-profits.investment,Anti-aging cream - 78% OFF No Prescription!,"Get Anti-aging cream at 78% discount!

No prescription needed!
FDA approved (not really)
Discreet packaging
Worldwide shipping

Order now: [Pharmacy Link]

*Not evaluated by FDA
*Results may vary
*Side effects may include everything",spam,3420,2025-07-06T08:11:44,43,232,crypto-profits.investment,,,,,,,,,,,,,
security@arnazon.com,URGENT ACTION REQUIRED - Account Verification,"Security breach detected

Your account has been compromised. You must verify your information immediately.

Click here to secure your account: [Fake Link]

Warning: Failure to verify within 24 hours will result in permanent account closure.

Security Team",spam,3421,2025-07-22T19:19:56,45,255,arnazon.com,,,,,,,,,,,,,
parts@procomponentscorp.com,Parts Availability INQ-55610,"Parts Availability Update

Inquiry Number: INQ-55610
Date: August 04, 2025

Current availability for requested parts:

- Safety Switch SS-123: Limited Stock - Lead Time: TBD
- Control Panel CP-890: Limited Stock - Lead Time: 1-2 days


Pricing:
Please contact sales for current pricing and volume discounts.

Notes:
- Prices subject to change without notice
- Lead times may vary based on demand
- Custom configurations available upon request

For orders, please reference inquiry number INQ-55610.

ProComponents Corp Parts Department
Phone: 227-285-5695x32193
Email: parts@procomponentscorp.com",legitimate,3422,2025-07-17T17:10:12,28,596,procomponentscorp.com,,,,,,,,INQ-55610,ProComponents Corp,,,,
alert@get-rich-quick.net,⚠️ URGENT: FBI investigation requires your assistance!,"⚠️ URGENT ALERT ⚠️

FBI investigation requires your assistance!

IMMEDIATE ACTION REQUIRED:
1. Do not turn off your computer
2. Call this number NOW: 1-800-FAKE-NUM
3. Give us remote access to fix the problem

Failure to act within 1 hour will result in:
- Complete data loss
- Identity theft
- Legal consequences

Microsoft Certified Technician Team
(We're definitely not Microsoft)",spam,3423,2025-08-02T00:25:28,54,383,get-rich-quick.net,,,,,,,,,,,,,
lottery@get-rich-quick.net,"YOU WON $728,803!!! CLAIM NOW","CONGRATULATIONS!!!

You have won $728,803 in the International Email Lottery!

Your lucky email was randomly selected from millions of participants.

To claim your prize:
1. Reply with your full name and address
2. Send copy of ID
3. Pay processing fee of $500

Reference Number: 467060

Contact our claims department immediately!

Dr. Williams, Lottery Commissioner",spam,3424,2025-07-10T11:02:54,29,366,get-rich-quick.net,,,,,,,,,,,,,
security@goog1e.com,Click now or lose access - Account Verification,"URGENT ACTION REQUIRED

Your account has been compromised. You must verify your information immediately.

Click here to secure your account: [Fake Link]

Warning: Failure to verify within 24 hours will result in permanent account closure.

Security Team",spam,3425,2025-07-11T16:54:39,47,253,goog1e.com,,,,,,,,,,,,,
alert@lottery-winner.net,⚠️ URGENT: Microsoft detected suspicious activity!,"⚠️ URGENT ALERT ⚠️

Microsoft detected suspicious activity!

IMMEDIATE ACTION REQUIRED:
1. Do not turn off your computer
2. Call this number NOW: 1-800-FAKE-NUM
3. Give us remote access to fix the problem

Failure to act within 1 hour will result in:
- Complete data loss
- Identity theft
- Legal consequences

Microsoft Certified Technician Team
(We're definitely not Microsoft)",spam,3426,2025-07-28T20:17:53,50,379,lottery-winner.net,,,,,,,,,,,,,
returns@taylorsystems.com,RMA Request RMA-88422 - Pressure Gauge PG-340,"RMA Request

RMA Number: RMA-88422
Original Order: ORD-325155
Customer: Taylor Systems
Product: Pressure Gauge PG-340
Issue: wrong item shipped

Description:
The product received does not meet specifications. We need to return this item for replacement or refund.

Purchased Date: 2025-07-12
Serial Number: SN495922

Please provide return shipping instructions.

Contact: Brenda Burgess
Email: jason89@example.com
Phone: (328)291-8786x0623

Taylor Systems Returns Department",legitimate,3427,2025-07-12T16:50:33,45,474,taylorsystems.com,,,,ORD-325155,Pressure Gauge PG-340,,,,,RMA-88422,,,
prince@tempmail.com,"Urgent Business Proposal - $27,447,686","Dear Friend,

I am writing to you from Djibouti. I am a prince/businessman/lawyer with access to $27,447,686 that needs to be transferred out of the country.

I need your help to transfer this money. In return, you will receive 30% ($8,234,306).

All I need is:
- Your bank account details
- Copy of your passport
- Small transfer fee of $2,000

This is 100% legal and risk-free.

Contact me immediately for this once-in-a-lifetime opportunity.

Prince Michael Berger",spam,3428,2025-07-12T15:53:44,38,467,tempmail.com,,,,,,,,,,,,,
security@paypaI.com,Verify immediately - Account Verification,"Verify immediately

Your account has been compromised. You must verify your information immediately.

Click here to secure your account: [Fake Link]

Warning: Failure to verify within 24 hours will result in permanent account closure.

Security Team",spam,3429,2025-07-11T14:37:20,41,249,paypaI.com,,,,,,,,,,,,,
alert@amazing-deals.biz,⚠️ URGENT: Your computer is infected with 247 viruses!,"⚠️ URGENT ALERT ⚠️

Your computer is infected with 247 viruses!

IMMEDIATE ACTION REQUIRED:
1. Do not turn off your computer
2. Call this number NOW: 1-800-FAKE-NUM
3. Give us remote access to fix the problem

Failure to act within 1 hour will result in:
- Complete data loss
- Identity theft
- Legal consequences

Microsoft Certified Technician Team
(We're definitely not Microsoft)",spam,3430,2025-08-02T12:22:25,54,383,amazing-deals.biz,,,,,,,,,,,,,
alert@work-from-home.org,⚠️ URGENT: Your computer is infected with 247 viruses!,"⚠️ URGENT ALERT ⚠️

Your computer is infected with 247 viruses!

IMMEDIATE ACTION REQUIRED:
1. Do not turn off your computer
2. Call this number NOW: 1-800-FAKE-NUM
3. Give us remote access to fix the problem

Failure to act within 1 hour will result in:
- Complete data loss
- Identity theft
- Legal consequences

Microsoft Certified Technician Team
(We're definitely not Microsoft)",spam,3431,2025-07-29T18:54:59,54,383,work-from-home.org,,,,,,,,,,,,,
maintenance@brownindustries.com,Warranty Claim WAR-11042 - Cable Assembly CA-660,"Warranty Claim

Warranty Claim Number: WAR-11042
Original Order: ORD-260178
Customer: Brown Industries
Product: Cable Assembly CA-660
Serial Number: SN342126

Purchase Date: 2024-01-16
Warranty Period: 2 years

Issue Description:
Product has failed prematurely. We believe this is covered under warranty.

Failure Details:
- Date of failure: 2025-07-18
- Symptoms: Intermittent operation, unusual noise
- Operating conditions: Normal industrial environment

We request either repair or replacement under warranty terms.

Supporting documentation attached.

Contact: Debra Garcia
Phone: 9499419434

Brown Industries Maintenance Department",legitimate,3432,2025-07-20T06:54:58,48,637,brownindustries.com,,,WAR-11042,ORD-260178,Cable Assembly CA-660,,,,,,,,
alert@weight-loss-miracle.com,⚠️ URGENT: Your computer is infected with 247 viruses!,"⚠️ URGENT ALERT ⚠️

Your computer is infected with 247 viruses!

IMMEDIATE ACTION REQUIRED:
1. Do not turn off your computer
2. Call this number NOW: 1-800-FAKE-NUM
3. Give us remote access to fix the problem

Failure to act within 1 hour will result in:
- Complete data loss
- Identity theft
- Legal consequences

Microsoft Certified Technician Team
(We're definitely not Microsoft)",spam,3433,2025-07-25T09:51:24,54,383,weight-loss-miracle.com,,,,,,,,,,,,,
opportunity@lottery-winner.net,Make $1771/Week From Home - No Experience!,"Make $1771/week working from home!

No experience needed!
Work only 2 hours per day!
Guaranteed income!

Join thousands of successful people making money online.

What you'll do:
- Data entry (super easy!)
- Email processing  
- Online surveys

Start today: [Work Link]

Limited spots available!",spam,3434,2025-08-01T17:02:47,42,295,lottery-winner.net,,,,,,,,,,,,,
deals@weight-loss-miracle.com,🔥 67% OFF Fake Designer Watches - LIMITED TIME!,"🔥 AMAZING DEAL ALERT! 🔥

Get 67% OFF on fake designer watches!

LIMITED TIME OFFER - ONLY TODAY!!!

✅ Free shipping worldwide
✅ Money back guarantee  
✅ Thousands of satisfied customers

CLICK NOW: [Spam Link]

Don't miss out! This offer expires in 2 hours!

*This email was sent to millions of recipients*",spam,3435,2025-07-21T17:16:50,47,306,weight-loss-miracle.com,,,,,,,,,,,,,
security@microsooft.com,URGENT ACTION REQUIRED - Account Verification,"Account will be suspended

Your account has been compromised. You must verify your information immediately.

Click here to secure your account: [Fake Link]

Warning: Failure to verify within 24 hours will result in permanent account closure.

Security Team",spam,3436,2025-07-28T21:34:12,45,256,microsooft.com,,,,,,,,,,,,,
alert@crypto-profits.investment,⚠️ URGENT: Your IP address has been compromised!,"⚠️ URGENT ALERT ⚠️

Your IP address has been compromised!

IMMEDIATE ACTION REQUIRED:
1. Do not turn off your computer
2. Call this number NOW: 1-800-FAKE-NUM
3. Give us remote access to fix the problem

Failure to act within 1 hour will result in:
- Complete data loss
- Identity theft
- Legal consequences

Microsoft Certified Technician Team
(We're definitely not Microsoft)",spam,3437,2025-07-06T02:20:25,48,377,crypto-profits.investment,,,,,,,,,,,,,
lottery@fake-rolex.shop,"YOU WON $1,176,923!!! CLAIM NOW","CONGRATULATIONS!!!

You have won $1,176,923 in the International Email Lottery!

Your lucky email was randomly selected from millions of participants.

To claim your prize:
1. Reply with your full name and address
2. Send copy of ID
3. Pay processing fee of $500

Reference Number: 937647

Contact our claims department immediately!

Dr. Anderson, Lottery Commissioner",spam,3438,2025-07-22T23:03:21,31,368,fake-rolex.shop,,,,,,,,,,,,,
maintenance@andersonmanufacturing.com,Warranty Claim WAR-82351 - Circuit Breaker CB-780,"Warranty Claim

Warranty Claim Number: WAR-82351
Original Order: ORD-266336
Customer: Anderson Manufacturing
Product: Circuit Breaker CB-780
Serial Number: SN402354

Purchase Date: 2024-03-03
Warranty Period: 2 years

Issue Description:
Product has failed prematurely. We believe this is covered under warranty.

Failure Details:
- Date of failure: 2025-07-24
- Symptoms: Intermittent operation, unusual noise
- Operating conditions: Normal industrial environment

We request either repair or replacement under warranty terms.

Supporting documentation attached.

Contact: Stephanie Small
Phone: 538.548.9547

Anderson Manufacturing Maintenance Department",legitimate,3439,2025-07-15T19:07:18,49,655,andersonmanufacturing.com,,,WAR-82351,ORD-266336,Circuit Breaker CB-780,,,,,,,,
security@goog1e.com,Security breach detected - Account Verification,"URGENT ACTION REQUIRED

Your account has been compromised. You must verify your information immediately.

Click here to secure your account: [Fake Link]

Warning: Failure to verify within 24 hours will result in permanent account closure.

Security Team",spam,3440,2025-07-12T09:00:17,47,253,goog1e.com,,,,,,,,,,,,,
deals@pharmacy-online.info,🔥 71% OFF Miracle Cream - LIMITED TIME!,"🔥 AMAZING DEAL ALERT! 🔥

Get 71% OFF on miracle cream!

LIMITED TIME OFFER - ONLY TODAY!!!

✅ Free shipping worldwide
✅ Money back guarantee  
✅ Thousands of satisfied customers

CLICK NOW: [Spam Link]

Don't miss out! This offer expires in 2 hours!

*This email was sent to millions of recipients*",spam,3441,2025-07-21T10:49:41,39,298,pharmacy-online.info,,,,,,,,,,,,,
procurement@johnsonindustries.com,Purchase Order PO-58433 - Junction Box JB-330,"Purchase Order

TO: Your Company
FROM: Johnson Industries

Purchase Order Number: PO-58433
Date: August 04, 2025

Item Details:
Product: Junction Box JB-330
Quantity: 36
Unit Price: $2295.33
Total: $82632.02

Delivery Requirements:
Required Date: 2025-08-25
Delivery Address:
553 Johnson Estate
West Leah, AR 76585

Terms: Net 30
Special Instructions: Handle with care, notify upon delivery

Authorized by: Christopher Scott
Title: Procurement Manager

Johnson Industries",legitimate,3442,2025-07-22T15:23:47,45,471,johnsonindustries.com,,Johnson Industries,,,Junction Box JB-330,PO-58433,,,,,,,
lottery@tempmail.com,"YOU WON $7,086,849!!! CLAIM NOW","CONGRATULATIONS!!!

You have won $7,086,849 in the International Email Lottery!

Your lucky email was randomly selected from millions of participants.

To claim your prize:
1. Reply with your full name and address
2. Send copy of ID
3. Pay processing fee of $500

Reference Number: 819090

Contact our claims department immediately!

Dr. Collins, Lottery Commissioner",spam,3443,2025-07-17T08:52:17,31,367,tempmail.com,,,,,,,,,,,,,
alert@pharmacy-online.info,⚠️ URGENT: Microsoft detected suspicious activity!,"⚠️ URGENT ALERT ⚠️

Microsoft detected suspicious activity!

IMMEDIATE ACTION REQUIRED:
1. Do not turn off your computer
2. Call this number NOW: 1-800-FAKE-NUM
3. Give us remote access to fix the problem

Failure to act within 1 hour will result in:
- Complete data loss
- Identity theft
- Legal consequences

Microsoft Certified Technician Team
(We're definitely not Microsoft)",spam,3444,2025-08-03T08:49:27,50,379,pharmacy-online.info,,,,,,,,,,,,,
lottery@pharmacy-online.info,"YOU WON $3,499,359!!! CLAIM NOW","CONGRATULATIONS!!!

You have won $3,499,359 in the International Email Lottery!

Your lucky email was randomly selected from millions of participants.

To claim your prize:
1. Reply with your full name and address
2. Send copy of ID
3. Pay processing fee of $500

Reference Number: 773817

Contact our claims department immediately!

Dr. Nguyen, Lottery Commissioner",spam,3445,2025-07-14T10:59:20,31,366,pharmacy-online.info,,,,,,,,,,,,,
lottery@fake-rolex.shop,"YOU WON $4,258,048!!! CLAIM NOW","CONGRATULATIONS!!!

You have won $4,258,048 in the International Email Lottery!

Your lucky email was randomly selected from millions of participants.

To claim your prize:
1. Reply with your full name and address
2. Send copy of ID
3. Pay processing fee of $500

Reference Number: 176943

Contact our claims department immediately!

Dr. Taylor, Lottery Commissioner",spam,3446,2025-07-15T15:45:32,31,366,fake-rolex.shop,,,,,,,,,,,,,
deals@pharmacy-online.info,🔥 77% OFF Fake Designer Watches - LIMITED TIME!,"🔥 AMAZING DEAL ALERT! 🔥

Get 77% OFF on fake designer watches!

LIMITED TIME OFFER - ONLY TODAY!!!

✅ Free shipping worldwide
✅ Money back guarantee  
✅ Thousands of satisfied customers

CLICK NOW: [Spam Link]

Don't miss out! This offer expires in 2 hours!

*This email was sent to millions of recipients*",spam,3447,2025-07-28T14:04:04,47,306,pharmacy-online.info,,,,,,,,,,,,,
alert@weight-loss-miracle.com,⚠️ URGENT: FBI investigation requires your assistance!,"⚠️ URGENT ALERT ⚠️

FBI investigation requires your assistance!

IMMEDIATE ACTION REQUIRED:
1. Do not turn off your computer
2. Call this number NOW: 1-800-FAKE-NUM
3. Give us remote access to fix the problem

Failure to act within 1 hour will result in:
- Complete data loss
- Identity theft
- Legal consequences

Microsoft Certified Technician Team
(We're definitely not Microsoft)",spam,3448,2025-07-17T16:11:08,54,383,weight-loss-miracle.com,,,,,,,,,,,,,
receiving@wilsontech.com,Delivery Confirmation DEL-16060 - PO PO-73936,"Delivery Confirmation

Delivery Number: DEL-16060
PO Number: PO-73936
Customer: Wilson Tech

We confirm receipt of the following:

Product: Relay Module RM-225
Quantity Received: 68
Condition: Good
Received Date: August 04, 2025
Received By: Darlene Carter

All items have been inspected and match the purchase order specifications.

Thank you for the timely delivery.

Wilson Tech Receiving Department
Phone: (608)996-0590",legitimate,3449,2025-07-08T08:35:14,45,423,wilsontech.com,,,,,Relay Module RM-225,PO-73936,,,,,,,DEL-16060
returns@garciaindustries.com,RMA Request RMA-44433 - Control Panel CP-890,"RMA Request

RMA Number: RMA-44433
Original Order: ORD-421344
Customer: Garcia Industries
Product: Control Panel CP-890
Issue: defective

Description:
The product received does not meet specifications. We need to return this item for replacement or refund.

Purchased Date: 2025-06-29
Serial Number: SN678417

Please provide return shipping instructions.

Contact: Rachel Smith
Email: fernandezcheryl@example.com
Phone: 2532775828

Garcia Industries Returns Department",legitimate,3450,2025-08-04T19:05:08,44,468,garciaindustries.com,,,,ORD-421344,Control Panel CP-890,,,,,RMA-44433,,,
maintenance@thompsoncorp.com,Warranty Claim WAR-46528 - Power Supply PS-990,"Warranty Claim

Warranty Claim Number: WAR-46528
Original Order: ORD-537320
Customer: Thompson Corp
Product: Power Supply PS-990
Serial Number: SN359165

Purchase Date: 2024-04-07
Warranty Period: 2 years

Issue Description:
Product has failed prematurely. We believe this is covered under warranty.

Failure Details:
- Date of failure: 2025-07-09
- Symptoms: Intermittent operation, unusual noise
- Operating conditions: Normal industrial environment

We request either repair or replacement under warranty terms.

Supporting documentation attached.

Contact: Ashlee Cox
Phone: 001-485-341-0998

Thompson Corp Maintenance Department",legitimate,3451,2025-07-15T03:09:52,46,633,thompsoncorp.com,,,WAR-46528,ORD-537320,Power Supply PS-990,,,,,,,,
deals@fake-rolex.shop,🔥 77% OFF Weight Loss Pills - LIMITED TIME!,"🔥 AMAZING DEAL ALERT! 🔥

Get 77% OFF on weight loss pills!

LIMITED TIME OFFER - ONLY TODAY!!!

✅ Free shipping worldwide
✅ Money back guarantee  
✅ Thousands of satisfied customers

CLICK NOW: [Spam Link]

Don't miss out! This offer expires in 2 hours!

*This email was sent to millions of recipients*",spam,3452,2025-07-20T08:23:00,43,302,fake-rolex.shop,,,,,,,,,,,,,
pharmacy@crypto-profits.investment,Pain Relief - 83% OFF No Prescription!,"Get Pain Relief at 83% discount!

No prescription needed!
FDA approved (not really)
Discreet packaging
Worldwide shipping

Order now: [Pharmacy Link]

*Not evaluated by FDA
*Results may vary
*Side effects may include everything",spam,3453,2025-07-08T11:33:52,38,227,crypto-profits.investment,,,,,,,,,,,,,
security@goog1e.com,Security breach detected - Account Verification,"Account will be suspended

Your account has been compromised. You must verify your information immediately.

Click here to secure your account: [Fake Link]

Warning: Failure to verify within 24 hours will result in permanent account closure.

Security Team",spam,3454,2025-07-11T04:16:05,47,256,goog1e.com,,,,,,,,,,,,,
lottery@fake-rolex.shop,"YOU WON $9,547,384!!! CLAIM NOW","CONGRATULATIONS!!!

You have won $9,547,384 in the International Email Lottery!

Your lucky email was randomly selected from millions of participants.

To claim your prize:
1. Reply with your full name and address
2. Send copy of ID
3. Pay processing fee of $500

Reference Number: 774832

Contact our claims department immediately!

Dr. Townsend, Lottery Commissioner",spam,3455,2025-07-08T09:01:52,31,368,fake-rolex.shop,,,,,,,,,,,,,
pharmacy@work-from-home.org,Anti-aging cream - 82% OFF No Prescription!,"Get Anti-aging cream at 82% discount!

No prescription needed!
FDA approved (not really)
Discreet packaging
Worldwide shipping

Order now: [Pharmacy Link]

*Not evaluated by FDA
*Results may vary
*Side effects may include everything",spam,3456,2025-07-06T23:10:32,43,232,work-from-home.org,,,,,,,,,,,,,
procurement@johnsonindustries.com,Purchase Order PO-75854 - Cable Assembly CA-660,"Purchase Order

TO: Your Company
FROM: Johnson Industries

Purchase Order Number: PO-75854
Date: August 04, 2025

Item Details:
Product: Cable Assembly CA-660
Quantity: 185
Unit Price: $585.93
Total: $108397.02

Delivery Requirements:
Required Date: 2025-09-13
Delivery Address:
00872 Mason Junction Suite 523
Port Anthony, HI 77697

Terms: Net 30
Special Instructions: Handle with care, notify upon delivery

Authorized by: James Smith
Title: Procurement Manager

Johnson Industries",legitimate,3457,2025-07-22T19:43:29,47,483,johnsonindustries.com,,Johnson Industries,,,Cable Assembly CA-660,PO-75854,,,,,,,
procurement@brownindustries.com,Purchase Order PO-86682 - Junction Box JB-330,"Purchase Order

TO: Your Company
FROM: Brown Industries

Purchase Order Number: PO-86682
Date: August 04, 2025

Item Details:
Product: Junction Box JB-330
Quantity: 11
Unit Price: $1820.51
Total: $20025.62

Delivery Requirements:
Required Date: 2025-09-06
Delivery Address:
8920 Mark Rapid
Scottberg, AZ 49847

Terms: Net 30
Special Instructions: Handle with care, notify upon delivery

Authorized by: Stanley Huff
Title: Procurement Manager

Brown Industries",legitimate,3458,2025-07-06T09:47:31,45,459,brownindustries.com,,Brown Industries,,,Junction Box JB-330,PO-86682,,,,,,,
pharmacy@fake-rolex.shop,Pain Relief - 71% OFF No Prescription!,"Get Pain Relief at 71% discount!

No prescription needed!
FDA approved (not really)
Discreet packaging
Worldwide shipping

Order now: [Pharmacy Link]

*Not evaluated by FDA
*Results may vary
*Side effects may include everything",spam,3459,2025-07-22T18:53:02,38,227,fake-rolex.shop,,,,,,,,,,,,,
pharmacy@guerrillamail.com,Weight Loss Pills - 84% OFF No Prescription!,"Get Weight Loss Pills at 84% discount!

No prescription needed!
FDA approved (not really)
Discreet packaging
Worldwide shipping

Order now: [Pharmacy Link]

*Not evaluated by FDA
*Results may vary
*Side effects may include everything",spam,3460,2025-07-14T02:20:13,44,233,guerrillamail.com,,,,,,,,,,,,,
pharmacy@tempmail.com,Pain Relief - 74% OFF No Prescription!,"Get Pain Relief at 74% discount!

No prescription needed!
FDA approved (not really)
Discreet packaging
Worldwide shipping

Order now: [Pharmacy Link]

*Not evaluated by FDA
*Results may vary
*Side effects may include everything",spam,3461,2025-07-30T06:14:32,38,227,tempmail.com,,,,,,,,,,,,,
lottery@tempmail.com,"YOU WON $9,304,549!!! CLAIM NOW","CONGRATULATIONS!!!

You have won $9,304,549 in the International Email Lottery!

Your lucky email was randomly selected from millions of participants.

To claim your prize:
1. Reply with your full name and address
2. Send copy of ID
3. Pay processing fee of $500

Reference Number: 349652

Contact our claims department immediately!

Dr. Patton, Lottery Commissioner",spam,3462,2025-07-16T17:56:31,31,366,tempmail.com,,,,,,,,,,,,,
prince@pharmacy-online.info,"Urgent Business Proposal - $9,451,422","Dear Friend,

I am writing to you from Andorra. I am a prince/businessman/lawyer with access to $9,451,422 that needs to be transferred out of the country.

I need your help to transfer this money. In return, you will receive 30% ($2,835,427).

All I need is:
- Your bank account details
- Copy of your passport
- Small transfer fee of $2,000

This is 100% legal and risk-free.

Contact me immediately for this once-in-a-lifetime opportunity.

Prince Michelle Mcgee",spam,3463,2025-07-15T19:52:00,37,465,pharmacy-online.info,,,,,,,,,,,,,
pharmacy@weight-loss-miracle.com,Generic Viagra - 75% OFF No Prescription!,"Get Generic Viagra at 75% discount!

No prescription needed!
FDA approved (not really)
Discreet packaging
Worldwide shipping

Order now: [Pharmacy Link]

*Not evaluated by FDA
*Results may vary
*Side effects may include everything",spam,3464,2025-07-25T06:58:38,41,230,weight-loss-miracle.com,,,,,,,,,,,,,
lottery@amazing-deals.biz,"YOU WON $3,167,957!!! CLAIM NOW","CONGRATULATIONS!!!

You have won $3,167,957 in the International Email Lottery!

Your lucky email was randomly selected from millions of participants.

To claim your prize:
1. Reply with your full name and address
2. Send copy of ID
3. Pay processing fee of $500

Reference Number: 804717

Contact our claims department immediately!

Dr. Pierce, Lottery Commissioner",spam,3465,2025-07-20T18:31:08,31,366,amazing-deals.biz,,,,,,,,,,,,,
purchasing@brownindustries.com,Quote Request QUO-85572 - Multiple Items,"Quote Request

Company: Brown Industries
Quote Number: QUO-85572
Date: August 04, 2025

We are requesting a quote for the following items:

1. Safety Switch SS-123 - Quantity: 17
2. Motor Mount MM-567 - Quantity: 76


Please include:
- Unit pricing
- Volume discounts
- Lead times
- Shipping costs
- Payment terms

Required delivery date: 2025-09-24

Contact Information:
Patricia Ramos MD
williamsontammy@example.net
883-948-0384

Thank you for your prompt response.

Brown Industries Purchasing Department",legitimate,3466,2025-07-08T21:14:05,40,507,brownindustries.com,QUO-85572,Brown Industries,,,,,,,,,,,
opportunity@guerrillamail.com,Make $4057/Week From Home - No Experience!,"Make $4057/week working from home!

No experience needed!
Work only 2 hours per day!
Guaranteed income!

Join thousands of successful people making money online.

What you'll do:
- Data entry (super easy!)
- Email processing  
- Online surveys

Start today: [Work Link]

Limited spots available!",spam,3467,2025-07-06T19:15:06,42,295,guerrillamail.com,,,,,,,,,,,,,
security@arnazon.com,URGENT ACTION REQUIRED - Account Verification,"Security breach detected

Your account has been compromised. You must verify your information immediately.

Click here to secure your account: [Fake Link]

Warning: Failure to verify within 24 hours will result in permanent account closure.

Security Team",spam,3468,2025-07-24T07:02:30,45,255,arnazon.com,,,,,,,,,,,,,
alert@lottery-winner.net,⚠️ URGENT: FBI investigation requires your assistance!,"⚠️ URGENT ALERT ⚠️

FBI investigation requires your assistance!

IMMEDIATE ACTION REQUIRED:
1. Do not turn off your computer
2. Call this number NOW: 1-800-FAKE-NUM
3. Give us remote access to fix the problem

Failure to act within 1 hour will result in:
- Complete data loss
- Identity theft
- Legal consequences

Microsoft Certified Technician Team
(We're definitely not Microsoft)",spam,3469,2025-07-22T07:08:13,54,383,lottery-winner.net,,,,,,,,,,,,,
opportunity@amazing-deals.biz,Make $1592/Week From Home - No Experience!,"Make $1592/week working from home!

No experience needed!
Work only 2 hours per day!
Guaranteed income!

Join thousands of successful people making money online.

What you'll do:
- Data entry (super easy!)
- Email processing  
- Online surveys

Start today: [Work Link]

Limited spots available!",spam,3470,2025-07-27T00:43:25,42,295,amazing-deals.biz,,,,,,,,,,,,,
opportunity@work-from-home.org,Make $2189/Week From Home - No Experience!,"Make $2189/week working from home!

No experience needed!
Work only 2 hours per day!
Guaranteed income!

Join thousands of successful people making money online.

What you'll do:
- Data entry (super easy!)
- Email processing  
- Online surveys

Start today: [Work Link]

Limited spots available!",spam,3471,2025-07-20T19:10:27,42,295,work-from-home.org,,,,,,,,,,,,,
billing@abcmanufacturing.com,Invoice INV-890024 - PO PO-74088,"Invoice

From: ABC Manufacturing
Invoice Number: INV-890024
PO Number: PO-74088
Date: August 04, 2025

Line Items:
- Sensor Unit SU-445: 20 @ $1105.84 = $22116.71
- Safety Switch SS-123: 5 @ $1677.43 = $8387.15

Total: $30503.86

Payment Terms: Net 30
Due Date: September 03, 2025

Please remit payment to:
ABC Manufacturing
05902 Annette Stravenue Suite 060
Kimberlymouth, VT 77934

Accounts Receivable
ABC Manufacturing",legitimate,3472,2025-07-15T14:16:18,32,421,abcmanufacturing.com,,,,,,PO-74088,,,ABC Manufacturing,,INV-890024,,
procurement@johnsonindustries.com,Purchase Order PO-93081 - Pressure Gauge PG-340,"Purchase Order

TO: Your Company
FROM: Johnson Industries

Purchase Order Number: PO-93081
Date: August 04, 2025

Item Details:
Product: Pressure Gauge PG-340
Quantity: 85
Unit Price: $2912.98
Total: $247603.66

Delivery Requirements:
Required Date: 2025-09-07
Delivery Address:
90008 Robert Roads Apt. 892
East Nicole, CA 72446

Terms: Net 30
Special Instructions: Handle with care, notify upon delivery

Authorized by: Todd Stevens
Title: Procurement Manager

Johnson Industries",legitimate,3473,2025-07-15T19:44:56,47,480,johnsonindustries.com,,Johnson Industries,,,Pressure Gauge PG-340,PO-93081,,,,,,,
